Generated ID,Course Name,Type,Course Category,Course Sub Category,Section,Student Program
2709ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-MT
2709ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-MT
2709ADB,Engineering Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-MT
2715ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
2715ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
2715ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
2715ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-BA
2715ADB,Creative and Research Internship,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
2726ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
2726ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
2726ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2726ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
2726ADB,Undergraduate Thesis I (CS),Schedule,Major Courses,Capstone,Section A,BSc-CS
2726ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
2739ADB,Computer Organization and Architecture,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
2739ADB,Signals & Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
2739ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
2739ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
2739ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CE
2746ADB,Applied Project I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
2746ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
2746ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
2747ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2747ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2747ADB,Systems Analysis and Design,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2749ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
2749ADB,Applied Project I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
2749ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
2749ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
2762ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section C,BSc-CS
2762ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
2762ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2762ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2762ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2762ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
2786ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
2786ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-BA
2786ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-BA
2813ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2813ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2813ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2813ADB,Neo-Traditional African Dance Forms,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-CS
2813ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
2844ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2844ADB,Entrepreneurship I,Schedule,Major Courses,Capstone,Section A,BSc-MIS
2844ADB,AI in Business: Empowering Tomorrow's Leaders,Do not schedule,Major Courses,Major Electives,Section A,BSc-MIS
2844ADB,E-Commerce,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2844ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
2860ADB,Computer Programming for CS,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2860ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2860ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
2860ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-CS
2860ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
2862ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
2862ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
2862ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2862ADB,Supply Chain Management,Schedule,Major Courses,Major Electives,Section A,BSc-MIS
2862ADB,Undergraduate Thesis I (BA),Schedule,Major Courses,Capstone,Section A,BSc-MIS
2870ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-EEE
2870ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
2870ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
2870ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
2870ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-EEE
2921ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section A,BSc-CS
2921ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
2921ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2921ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
2921ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-CS
2935ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
2951ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
2951ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
2951ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-MIS
2951ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-MIS
2951ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-MIS
2951ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-MIS
2959ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
2959ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
2959ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
2959ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
2959ADB,Real Estate Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-BA
2969ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2969ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2969ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2969ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2969ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
2996ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
2996ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
2996ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
2996ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
2996ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
2998ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
2998ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
2998ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
2998ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
2998ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
2999ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
2999ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
2999ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
2999ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CS
2999ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-CS
3000ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
3000ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
3000ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
3000ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-BA
3000ADB,Crafting Cultures: Exploring African Cultures Through Ceramics and Pottery,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3002ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
3002ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
3002ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-BA
3002ADB,African Philosophical Thought,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3002ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-BA
3004ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
3004ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
3004ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
3004ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-BA
3004ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3005ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-ME
3005ADB,Multivariable Calculus and Linear Algebra,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-ME
3005ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-ME
3005ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-ME
3005ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ME
3009ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
3009ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
3009ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
3009ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-CS
3009ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
3013ADB,Computer Programming for CS,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
3013ADB,Pre-Calculus I,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
3013ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-BA
3013ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3014ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
3014ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
3014ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
3014ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
3014ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3015ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
3015ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
3015ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
3015ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
3015ADB,Religion in Africa,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3016ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
3016ADB,Pre-Calculus I,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
3016ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-BA
3016ADB,Climate Change and Global Innovation,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3018ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
3018ADB,Pre-Calculus I,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
3018ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-BA
3018ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
3019ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
3019ADB,Pre-Calculus II,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
3019ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
